Segundo,Bytes_Por_Segundo
0.0,1444
0.000143615,1444
0.004512954,1444
0.004586286,1444
0.008949306,1444
0.009053795,1444
0.013432268,1444
0.013509717,1444
0.017914331,1444
0.017983818,1444
0.022398916,1444
0.022466299,1444
0.026883122,1444
0.027000274,1444
0.031369105,1444
0.031433824,1444
0.035850083,1444
0.035920521,1444
0.040346368,1444
0.040506486,1444
0.044857415,1444
0.044937277,1444
0.049310755,1444
0.04938603,1444
0.053789917,1444
0.053939116,1444
0.058296521,1444
0.05844265,1444
0.062785198,1444
0.062877227,1444
0.067270292,1444
0.067346863,1444
0.071751189,1444
0.0719139,1444
0.076220711,1444
0.076343122,1444
0.080714346,1444
0.080850838,1444
0.085190554,1444
0.085294939,1444
0.089661904,1444
0.089815192,1444
0.094149189,1444
0.094287947,1444
0.098649446,1444
0.098831513,1444
0.103178528,1444
0.103329038,1444
0.107600145,1444
0.107712859,1444
0.11210991,1444
0.112311011,1444
0.116598934,1444
0.116725235,1444
0.121075111,1444
0.121174495,1444
0.125542044,1444
0.125665065,1444
0.13002114,1444
0.130137334,1444
0.134503893,1444
0.134613137,1444
0.138987915,1444
0.139077727,1444
0.143473376,1444
0.143586594,1444
0.14797143,1444
0.148174407,1444
0.152468788,1444
0.152644903,1444
0.156924716,1444
0.157110277,1444
0.161409672,1444
0.161563766,1444
0.165905242,1444
0.16620088,1444
0.170381193,1444
0.170487056,1444
0.174869338,1444
0.175018153,1444
0.179379049,1444
0.179488038,1444
0.183837011,1444
0.183929342,1444
0.188335859,1444
0.188471339,1444
0.192800019,1444
0.192942444,1444
0.197286094,1444
0.197417764,1444
0.20177092,1444
0.20191671,1444
0.20625708,1444
0.206596291,1444
0.210739157,1444
0.210908889,1444
0.215227181,1444
0.215402207,1444
0.219711769,1444
0.219838909,1444
0.224189974,1444
0.224325394,1444
0.228674822,1444
0.228819766,1444
0.233160083,1444
0.233298344,1444
0.237642933,1444
0.237777,1444
0.242129189,1444
0.242265998,1444
0.246614333,1444
0.24682123,1444
0.251096792,1444
0.251222353,1444
0.255579748,1444
0.255703358,1444
0.260063624,1444
0.260173244,1444
0.264546572,1444
0.264672913,1444
0.269035456,1444
0.269166885,1444
0.273528587,1444
0.273649738,1444
0.277999685,1444
0.278139481,1444
0.282484764,1444
0.282605905,1444
0.286968698,1444
0.287085197,1444
0.291452795,1444
0.291561953,1444
0.295938928,1444
0.296061358,1444
0.300472615,1444
0.300593917,1444
0.30494214,1444
0.305101737,1444
0.309415315,1444
0.30955701,1444
0.313907429,1444
0.314050309,1444
0.318384596,1444
0.318520927,1444
0.322889581,1444
0.32301546,1444
0.327333502,1444
0.327466107,1444
0.331812681,1444
0.331922897,1444
0.336295691,1444
0.336402045,1444
0.340780636,1444
0.340921372,1444
0.345264359,1444
0.345416951,1444
0.349757107,1444
0.349878135,1444
0.354233372,1444
0.354358057,1444
0.358718613,1444
0.358903836,1444
0.363201616,1444
0.363321766,1444
0.36769352,1444
0.367855152,1444
0.372219114,1444
0.372403231,1444
0.376660052,1444
0.37676795,1444
0.381136192,1444
0.381296336,1444
0.385619655,1444
0.385789725,1444
0.390122086,1444
0.390278106,1444
0.394588258,1444
0.394756555,1444
0.399073292,1444
0.39922631,1444
0.403558005,1444
0.40371941,1444
0.408043116,1444
0.408152093,1444
0.4125464,1444
0.412644881,1444
0.417010341,1444
0.417187013,1444
0.421496267,1444
0.421595952,1444
0.425979186,1444
0.426082167,1444
0.430462764,1444
0.430607903,1444
0.434947197,1444
0.435059934,1444
0.439432967,1444
0.439538688,1444
0.44391822,1444
0.444101981,1444
0.448405298,1444
0.448508865,1444
0.452885017,1444
0.453062858,1444
0.457367905,1444
0.457483964,1444
0.461851048,1444
0.461977595,1444
0.466337464,1444
0.466456366,1444
0.47082465,1444
0.47095966,1444
0.475308245,1444
0.475437035,1444
0.479791346,1444
0.479967216,1444
0.484281422,1444
0.484392461,1444
0.488806876,1444
0.488981198,1444
0.493245044,1444
0.493953155,1444
0.497728288,1444
0.497822495,1444
0.502234637,1444
0.50234409,1444
0.506699605,1444
0.506817196,1444
0.511184479,1444
0.511830738,1444
0.515673975,1444
0.515804761,1444
0.520215311,1444
0.520298285,1444
0.524673196,1444
0.524777738,1444
0.529118594,1444
0.529417417,1444
0.533605003,1444
0.533726463,1444
0.538131597,1444
0.538239847,1444
0.542577176,1444
0.542700917,1444
0.54705596,1444
0.547169931,1444
0.551554239,1444
0.551629902,1444
0.556025285,1444
0.556148307,1444
0.560506149,1444
0.560616277,1444
0.565012114,1444
0.565120634,1444
0.569477002,1444
0.569585728,1444
0.573960217,1444
0.57408031,1444
0.578444187,1444
0.578567817,1444
0.582930302,1444
0.583046231,1444
0.587414072,1444
0.587575283,1444
0.591897907,1444
0.592096849,1444
0.596407451,1444
0.5965514,1444
0.600869048,1444
0.600982472,1444
0.605350338,1444
0.605466421,1444
0.609836546,1444
0.609937887,1444
0.614321324,1444
0.614547909,1444
0.61880581,1444
0.618950081,1444
0.623291331,1444
0.623427386,1444
0.627793129,1444
0.627898751,1444
0.632278422,1444
0.632382484,1444
0.636742138,1444
0.636840048,1444
0.641254819,1444
0.64137792,1444
0.645720603,1444
0.645839952,1444
0.650196753,1444
0.650311939,1444
0.654685082,1444
0.654918343,1444
0.65921927,1444
0.659355395,1444
0.663648888,1444
0.663756803,1444
0.668140153,1444
0.668327734,1444
0.672659071,1444
0.672768288,1444
0.677127712,1444
0.677249214,1444
0.681609919,1444
0.681735408,1444
0.686092179,1444
0.686219504,1444
0.690557388,1444
0.690718148,1444
0.695037527,1444
0.695137904,1444
0.699523294,1444
0.699619555,1444
0.704017553,1444
0.704114114,1444
0.708494106,1444
0.708603903,1444
0.712986286,1444
0.713085935,1444
0.717460144,1444
0.717563483,1444
0.721943121,1444
0.722045583,1444
0.726428143,1444
0.726533967,1444
0.730911865,1444
0.731069877,1444
0.735395997,1444
0.735517524,1444
0.739879467,1444
0.739988913,1444
0.744367135,1444
0.744471631,1444
0.748849236,1444
0.748965941,1444
0.753334111,1444
0.753472484,1444
0.757819129,1444
0.757924422,1444
0.762302062,1444
0.76242743,1444
0.766787242,1444
0.766922823,1444
0.771294245,1444
0.771409511,1444
0.775775043,1444
0.775886487,1444
0.780238017,1444
0.780339342,1444
0.784723528,1444
0.784864387,1444
0.789206175,1444
0.789302252,1444
0.793692122,1444
0.79380388,1444
0.79817616,1444
0.798278992,1444
0.802660968,1444
0.802829289,1444
0.807143924,1444
0.807258995,1444
0.811632389,1444
0.811725894,1444
0.81611488,1444
0.816233554,1444
0.820619048,1444
0.820752701,1444
0.825119832,1444
0.825275004,1444
0.829582863,1444
0.829678134,1444
0.834072644,1444
0.834176718,1444
0.838560727,1444
0.838666332,1444
0.843028183,1444
0.843258316,1444
0.847581545,1444
0.847663066,1444
0.85200468,1444
0.852136995,1444
0.856501101,1444
0.856606295,1444
0.860958353,1444
0.861056108,1444
0.865441106,1444
0.865532328,1444
0.86994407,1444
0.870060855,1444
0.874410075,1444
0.874553847,1444
0.878893295,1444
0.879000192,1444
0.883378126,1444
0.883546059,1444
0.887861032,1444
0.887954022,1444
0.892346971,1444
0.892450365,1444
0.896830336,1444
0.89693223,1444
0.901314929,1444
0.901423068,1444
